INVOICE_CODE,ITEM_CODE,AMOUNT,QUANTITY
IN00044104,KPDVX,89.02,855
IN00061257,ICRPP,805.76,355
IN00012420,KQIXN,900.24,955
IN00036568,CCTRH,551.43,983
IN00016237,ZNROZ,313.26,315
IN00065741,RKNGC,9.31,936
IN00055695,VXIQH,572.89,624
IN00004112,XRMYL,401.14,881
IN00092640,MWZKW,21.95,218
IN00056795,WMVPQ,885.36,488
IN00067002,KQCVI,329.88,684
IN00092600,UJFUA,385.81,196
IN00078311,MVKKH,7.65,865
IN00098390,DZGHQ,105.99,427
IN00022171,UGBZU,958.76,485
IN00044476,OAUEA,397.56,141
IN00022157,JRUWQ,622.44,12
IN00073692,CHMQA,823.51,696
IN00023544,UXTEV,795.1,534
IN00071830,CMXQJ,757.94,705
IN00070775,KXEOJ,113.13,849
IN00052684,QKGWE,168.75,860
IN00094548,NIFWZ,42.31,439
IN00061400,VXWIX,980.21,437
IN00003586,LJZWN,305.82,806
IN00098364,HQDFX,354.11,899
IN00073442,RGLWP,56.62,348
IN00018413,ZDIIO,686.15,174
IN00056172,WYWVE,246.49,721
IN00058987,DHAYZ,331.43,427
IN00081198,JDNAG,231.87,539
IN00058892,PIHSC,557.17,469
IN00000492,ANPDS,472.76,393
IN00030802,YFPXS,392.41,1
IN00085900,DCFXU,648.87,897
IN00013083,SESYN,771.1,366
IN00001241,GZGAT,607.03,585
IN00009667,FPKZI,239.26,37
IN00086565,NFBTC,490.23,759
IN00085607,BGOPE,811.5,189
IN00037285,PVXAA,504.56,292
IN00028291,YAOFR,510.39,241
IN00013523,VWKTD,255.58,653
IN00085764,POAZD,807.7,916
IN00020713,HWDAV,64.8,729
IN00060657,XKQEK,168.13,536
IN00091370,EZJJS,814.62,199
IN00010964,YZWBA,921.34,632
IN00013786,KEIUA,506.02,89
IN00092336,KBMQA,643.29,94
IN00069735,YBMXV,791.51,908
IN00033551,ZUMDR,709.52,833
IN00059142,ASZOA,929.6,222
IN00094047,XDQZO,842.21,27
IN00075783,CATQW,981.85,623
IN00013741,AKDTL,820.15,871
IN00081156,RGCDH,6.83,781
IN00082072,NLTRI,836.57,136
IN00067597,MTBQM,246,515
IN00057269,HKJJS,561.9,992
IN00090482,XVZLZ,810.49,667
IN00009628,BBDDS,127.5,206
IN00094893,QWRUN,968.35,32
IN00079519,ZUATS,866.38,556
IN00069396,ZZQLO,221.34,333
IN00075004,SJLIK,152.82,441
IN00038232,NMSCI,690.13,691
IN00073585,SRGCG,802.29,149
IN00052091,GAHUQ,909.42,859
IN00041092,ZZWVI,430.48,755
IN00012386,FQAXK,561.49,552
IN00071036,VDWYA,385.95,430
IN00006980,XYODN,529.79,918
IN00035405,OIFHU,453.34,239
IN00009870,CICTM,471.71,736
IN00029476,CIITE,361.39,896
IN00060484,ANXUS,705.2,291
IN00084248,HOLSK,654.53,10
IN00003566,FNPYF,385.4,669
IN00022746,MGFKT,709.9,234
IN00051576,UXYCK,281.04,220
IN00092532,MHJPE,758.64,446
IN00003512,YZRJH,800.07,973
IN00091204,NRYVW,867.09,171
IN00098610,LRDSN,922.64,200
IN00061867,AYTGA,50.76,425
IN00065193,FDVQO,814.02,658
IN00018660,PMMNZ,635.75,664
IN00002380,IBDRQ,997.74,679
IN00070663,GEBEC,455.24,834
IN00095683,QXPVA,847.01,340
IN00060355,IHYZT,282.55,135
IN00062158,YZDYC,239.01,208
IN00021012,KRHKU,339.21,116
IN00052983,NTXGD,250.6,344
IN00031206,ZTUDI,935.34,839
IN00068672,LOYJU,350.31,260
IN00032041,BUHIF,567.97,200
IN00063633,XKEJJ,525.23,739
IN00059582,XREAA,688.05,84
IN00072340,WEQCF,865.14,207
IN00016721,GEGKF,778.48,763
IN00011537,TMGHB,509.12,246
IN00086161,IXMMD,308.93,23
IN00035654,JOOSL,934.6,722
IN00047078,LTRHO,458.76,15
IN00038207,WYCUY,794.61,560
IN00090784,VXFND,547.21,295
IN00039955,YUCFH,597.56,529
IN00008963,QGUIS,226.86,388
IN00013289,OIWBL,631.35,80
IN00055462,OSYKT,82.01,69
IN00018579,OOEJP,47.75,626
IN00057706,DYCUO,590.31,757
IN00099427,PYDPO,827.71,252
IN00076264,TKUPI,37.81,484
IN00081404,FLUZR,307.81,755
IN00057953,DCHKX,416.97,613
IN00023081,KABCC,744.77,897
IN00095241,AYTZQ,465.68,341
IN00031879,LIJDX,721.92,116
IN00013571,GCFQD,693.41,633
IN00090205,QVSJF,569.36,196
IN00034815,RHBXZ,26.65,327
IN00028868,NAWGQ,667.1,914
IN00092146,AEBPX,829.64,930
IN00090317,MKUAD,304.65,897
IN00070677,UNTZK,96.75,914
IN00069336,CJDSV,415.51,913
IN00078478,OQRYE,479.13,830
IN00066343,VLXVN,806.04,748
IN00088342,DXAYX,388.02,972
IN00066885,IBXLS,396.15,274
IN00045434,PQOFT,31.51,811
IN00011106,LAKAE,144.88,127
IN00041768,AFLMM,147.9,785
IN00056490,CDDRF,751.83,564
IN00079527,OBBRW,957.71,825
IN00090929,VKJAP,676.46,639
IN00056558,ISSKS,146.15,521
IN00012664,WRRHV,448.7,46
IN00020740,KKHAO,271.66,479
IN00026191,ZRLTV,455.2,866
IN00018482,JNCDQ,816.41,994
IN00017788,ZYEOQ,43.33,212
IN00080008,MERJS,162.3,4
IN00073591,UNKMT,501.91,918
IN00076554,YPQZN,22.11,430
IN00070994,DXCNB,231.23,969
IN00029203,AUSCP,260.78,507
IN00020094,NAARP,45.73,129
IN00065533,NYCTT,195.32,513
IN00097207,KDJQB,237.94,462
IN00043452,XNWXL,645.84,402
IN00057149,DPRVE,887.79,506
IN00073553,MRBSD,688.27,494
IN00095931,PJJJD,721.03,159
IN00001970,AWIQB,366.71,835
IN00091323,NZBGV,928.22,581
IN00016017,JQNNK,153.72,784
IN00058955,TLOYL,980.75,826
IN00021740,MPUBH,727.77,33
IN00081401,ZVHBN,213.81,836
IN00029628,ZINMV,651.7,780
IN00074150,TPMJW,526.13,293
IN00087357,IBPYB,784.34,166
IN00076664,IDZED,154.61,981
IN00056060,FIOGW,639.92,741
IN00046888,VTKKW,844.84,317
IN00040541,OYNGB,665.89,852
IN00087845,OZHWA,830.55,134
IN00022092,CTRFZ,203.91,117
IN00055030,LABTY,776.46,391
IN00070374,KFYLY,980.81,91
IN00047637,YWVCA,91.94,193
IN00086196,JJTKT,587.31,189
IN00046568,OFKLS,671.97,694
IN00057256,QAVJC,295.62,265
IN00057925,DXRTR,180.39,985
IN00077326,PKVPX,147.24,296
IN00077629,AJGKE,102.56,603
IN00027083,GLZLD,967.75,963
IN00067666,ZANJE,896.91,468
IN00076119,ONAKI,589.31,157
IN00088366,LXWZG,994.08,516
IN00075734,DKCJR,851.61,207
IN00057071,HVXQG,110.67,492
IN00099947,QZUIK,925.7,664
IN00008551,PZPQZ,707.72,662
IN00052204,GKPWG,778.63,638
IN00007746,VJUKC,255.02,650
IN00043617,FGWFT,435.03,642
IN00045310,UVVPX,919.83,477
IN00036600,BCRQW,30.75,682
IN00026229,VDVLY,613.53,128
IN00081470,FCMGM,784.35,641
IN00057304,GRPJA,86.61,878
IN00023669,WJGWO,644.26,225
IN00031483,JRYRV,389.34,621
IN00022029,GOTPP,152.31,283
IN00099115,JBMUF,60.36,516
IN00052892,XHQDC,172.44,167
IN00030841,VQDUP,519.72,758
IN00095837,NDTCI,83.09,175
IN00041821,RBIFY,192.41,837
IN00095229,NJASH,214.57,802
IN00062969,LSUCE,746.71,482
IN00085201,EVRFW,794,866
IN00043734,EAHCB,266.26,370
IN00009087,FSEZI,610.88,80
IN00021011,ANZGS,707.27,586
IN00071651,RWVBZ,268.29,786
IN00049862,RCNSF,823.43,979
IN00089012,KXNFS,910.18,600
IN00054331,BBBOA,626.52,316
IN00082939,TNYKC,12.54,421
IN00034804,XCTOP,118.51,974
IN00004613,YEUIR,454.6,791
IN00072277,MAPVT,105.32,807
IN00050141,POABJ,518.87,124
IN00021519,TKXOF,63.42,870
IN00089983,IKVKB,698.25,69
IN00047806,TCXPZ,539.46,133
IN00090344,VZXEP,755.13,503
IN00044720,ZTYVS,201.55,72
IN00033150,NVXHR,302.41,154
IN00039746,YZMVI,214.95,357
IN00082349,YBPIX,844.76,493
IN00055301,FBGBK,130.97,813
IN00012456,EIYPL,849.77,192
IN00019895,OPNSF,672.34,14
IN00009492,RJAAW,264.69,633
IN00009202,LVSRH,703.91,440
IN00050646,XCWLV,295.22,606
IN00045445,OMDMP,178.74,54
IN00012182,BEGRK,883.83,91
IN00021214,BWUJR,650.42,144
IN00068264,JNDDG,355.22,16
IN00003833,AJMNZ,20.5,696
IN00037178,OJEFY,361.83,112
IN00003481,VGQPY,171.95,970
IN00058153,ZHZRG,463.01,956
IN00076017,BNJDF,96.92,589
IN00006102,TYJQL,199.19,172
IN00095375,ZFROU,870.12,400
IN00017300,CMFMV,847.26,573
IN00060537,NAKHQ,778.78,80
IN00034316,GILKS,53.39,152
IN00019609,KZFPL,810.93,918
IN00014241,GUVVL,37.02,838
IN00095331,RANJL,341.85,553
IN00040738,AFNYI,65.87,271
IN00040078,BUSPO,314.03,667
IN00034943,JEKHI,432.56,785
IN00092185,PWWVD,310.12,172
IN00059607,KFZDE,967.14,422
IN00074562,KZIIB,641.85,145
IN00074423,IFQBP,927.94,774
IN00065743,EAKWL,953.1,282
IN00058484,TJQPX,675.64,302
IN00028525,MNILW,719.61,876
IN00053595,OIVRM,476.37,939
IN00011334,RZHOL,134.49,293
IN00020527,RWKPP,977.23,97
IN00098277,ABFCS,218.1,563
IN00040464,NSITA,964.4,543
IN00077050,WGWWY,523.24,343
IN00067554,BGNFC,282,590
IN00045325,RELCR,765.97,640
IN00059246,WXLXJ,964.52,12
IN00045085,NPHFW,590.4,631
IN00078013,DAYVT,331.04,1
IN00091976,WEHEQ,202.62,420
IN00080994,XOSYQ,282,435
IN00032052,GMRHZ,15.35,183
IN00029982,NGAJK,512.67,102
IN00044961,VKQBR,708.64,350
IN00023736,ANVTA,789.54,519
IN00001673,MIXBB,129.04,9
IN00052669,UFPBU,213.59,986
IN00099032,KCPCA,911.47,130
IN00050543,GBQVZ,765.69,460
IN00069119,AVQPU,758.65,935
IN00010824,VBCHA,626.81,986
IN00077116,RIFIR,155.85,905
IN00035296,TEWOG,691.24,932
IN00025548,XZQJV,934.06,224
IN00072153,RVTGK,721.67,213
IN00020195,SXWIY,26.3,312
IN00073968,AAJJN,282.13,783
IN00016620,FVLJR,108.08,461
IN00028791,QVCMT,920.27,81
IN00099584,CCUZO,116.04,546
IN00051487,IHXRH,325.54,756
IN00042939,LKHGM,836.6,264
IN00015017,TPYLO,409.94,927
IN00088901,BXCUH,326.33,296
IN00060923,TMGVF,497.72,761
IN00050560,STAIQ,246.71,253
IN00065386,OLJVS,192.06,948
IN00069979,XUTSW,92.55,411
IN00045503,ZMMJL,933.22,606
IN00042032,JGWQS,725.16,459
IN00081301,OUIFR,408.92,708
IN00016582,JWNGP,625.67,840
IN00036738,MFRHR,250.23,920
IN00081669,SWOHM,774.78,289
IN00086810,IKJWE,159.72,891
IN00075623,SNVUT,663.31,344
IN00010422,UCVAR,528.71,798
IN00014957,OKWGC,849.46,906
IN00080663,DCKPZ,957.55,312
IN00058685,GANJT,419.55,654
IN00083927,SRQDS,671.41,460
IN00049701,OCGKY,196.98,691
IN00072866,LPHTO,864.51,831
IN00095438,TLITZ,862.48,840
IN00098057,ZKKMM,650.02,260
IN00074734,CZFDK,972.51,397
IN00026952,FYSES,947.29,180
IN00089117,QXQRN,526.37,623
IN00089485,KSAAO,217.54,148
IN00084464,ABRID,755.72,985
IN00033919,ZPBLO,706.99,345
IN00012436,VPHZQ,915.15,176
IN00012216,WQNPB,562.09,304
IN00045740,PXBMI,839.97,187
IN00044999,NTFUO,983.2,997
IN00077503,EHOFJ,770.65,536
IN00048179,QTQHE,229.97,420
IN00065767,VEGAK,373.55,963
IN00094368,VKYHL,480.93,796
IN00094704,CQUJH,209.53,214
IN00046189,GQJVG,205.89,895
IN00093188,OSEYX,942.07,24
IN00039641,QFRAQ,808.18,164
IN00009779,LPSMN,9.6,954
IN00003408,URQQV,810.85,20
IN00070771,UQINL,280.83,43
IN00046139,LAXAQ,974.18,572
IN00068432,WNAJV,664.7,639
IN00013832,EPOTH,593.6,136
IN00008502,RDPND,712.92,716
IN00000861,FHDUQ,637,487
IN00058684,VPXTD,784.62,363
IN00017011,QFCJP,22.51,834
IN00076459,JPLIP,591.45,179
IN00034844,PDYKP,126.51,653
IN00074748,OZKDV,137.16,547
IN00029778,ASRJC,234.44,222
IN00007447,DLXJR,728.65,130
IN00069798,STLXW,245.22,243
IN00027731,AXEJI,281.09,675
IN00064126,BDKZU,477.23,58
IN00082983,EHKRG,904.41,525
IN00036183,UQDKC,188.06,699
IN00006020,DWXQS,578.5,785
IN00004287,RTIZT,990.35,554
IN00048742,AYFBU,485.31,656
IN00005560,XLPGB,961.35,369
IN00004297,LOTEJ,933.86,456
IN00064712,AQRLF,871.34,250
IN00094798,IJHJV,261.13,196
IN00023626,DDWER,738.99,864
IN00085415,UTHHY,978,58
IN00074381,PRSOF,895.28,83
IN00054294,UQIZP,431.4,779
IN00039527,IHOLZ,719.37,921
IN00071953,NODAS,194.15,68
IN00030782,WFFUH,391.48,472
IN00066688,KCVNQ,714.41,27
IN00041922,CFPKR,925.09,457
IN00086217,XBQTV,799.17,618
IN00035341,EPSLK,651.68,966
IN00039130,NIZCN,384.94,444
IN00048521,TJCOS,309.54,828
IN00055072,TDRBT,584.53,139
IN00081093,RVAQI,995.74,192
IN00056579,FZLPR,449.82,887
IN00022754,WPODQ,724.8,87
IN00060410,RNBYZ,629.87,181
IN00030746,MYGPR,936.32,821
IN00015161,BPPZM,977.01,728
IN00081775,OUGWQ,478.04,693
IN00068845,UQYWF,822.89,634
IN00052145,EFCEI,205.81,609
IN00074022,OSUZH,616.67,365
IN00092276,QAPBG,766.74,690
IN00040585,UKJEA,252.55,211
IN00039353,CYLGU,334.58,528
IN00001598,FISGD,571.74,830
IN00002124,BLVGE,231.26,551
IN00060247,YQXMP,988.88,981
IN00081674,RUTFB,412.7,464
IN00092928,GGYTX,571.67,349
IN00070423,ODFKJ,797.28,126
IN00005200,FWDST,958.13,763
IN00033650,GXVSA,402.39,498
IN00094421,CCSRZ,802.8,385
IN00042085,SIQCZ,601.68,493
IN00008672,KNPUE,191.49,93
IN00004578,LREDZ,76.78,964
IN00013933,KIBEK,909.66,846
IN00032830,EZAZT,734.77,986
IN00054100,HNQPN,710.07,991
IN00036736,OKTBT,561.51,448
IN00067534,SIYVF,580.3,236
IN00090848,TBUHW,740.77,696
IN00039632,DOVAL,894.7,263
IN00090085,TGCNU,736.56,712
IN00033911,TKFYO,12.66,636
IN00067239,KUDGN,332.97,772
IN00088455,BSTHK,146.87,317
IN00006752,YWFAA,318.3,38
IN00023698,JDREJ,913.4,226
IN00070353,LSCVW,606.5,506
IN00099394,CYZSN,883.07,543
IN00075389,IKDNO,843.29,20
IN00054923,WNOGP,790.49,494
IN00010059,JEDGC,66.1,154
IN00016786,KBFDV,553.67,858
IN00097855,LXIOI,788.58,475
IN00073265,RSTID,455.79,918
IN00066728,JVDAV,283.6,228
IN00045862,YQSDF,789.84,104
IN00095714,EIUMN,755.01,920
IN00082775,GOFLR,547.89,521
IN00044858,SFUEB,701.64,946
IN00067288,OYKSH,280.22,348
IN00041000,MXUHK,324.51,166
IN00095120,LGGIJ,48.04,245
IN00019967,MEGID,951.27,788
IN00085798,QVVYX,839.84,981
IN00076640,OHWDH,573.03,390
IN00008825,CNSPV,553.87,899
IN00018961,GMKTU,671.53,323
IN00053124,QDRDZ,62.62,657
IN00056237,PHRCB,126.71,378
IN00028197,AIFVN,885.35,421
IN00089427,RNIDA,503.47,251
IN00087293,JBFOS,215.15,563
IN00081048,NWDWM,994.25,597
IN00082812,MNMMT,325.6,475
IN00095295,OJVJK,532.62,760
IN00061086,PDMFO,36.73,927
IN00069096,QRDMC,290.11,784
IN00043479,PUAPI,642.73,241
IN00083542,KIWSJ,669.73,726
IN00013905,DXYPU,822.5,798
IN00077862,OCLOE,184.43,930
IN00031718,LLZXO,508.24,891
IN00062727,SUDSD,452.59,512
IN00054158,LHCIS,783.27,198
IN00031922,UQQAM,489.31,763
IN00027934,BBJDA,354.87,389
IN00091357,ZBJKV,561.19,531
IN00073516,KPCXS,165.19,911
IN00022751,IQQSW,768.11,706
IN00071232,CTKRB,275.15,815
IN00025574,YGIVN,383.54,503
IN00098181,XDWFT,434.19,503
IN00088128,AHLPX,959.94,819
IN00050008,RJOMD,85.33,275
IN00046091,UWPYD,514.72,350
IN00005780,TVPOB,872.44,926
IN00006009,PFPBX,466.67,173
IN00039903,MPWAX,708.35,202
IN00018961,XZXXN,675.83,34
IN00059254,QEOXP,62.92,763
IN00094410,TMXLP,612.9,707
IN00027376,QNWLQ,245.8,148
IN00040474,HUTJU,524.22,201
IN00031736,ASLZQ,902.74,89
IN00073149,ZWNZV,67,757
IN00008243,SSFYV,690.83,488
IN00091221,KTAXB,195.57,290
IN00059610,MHFNM,44.54,208
IN00085706,QXPWG,246.91,942
IN00014930,OSJVC,268.51,736
IN00073814,KZSDA,432.2,370
IN00006023,XDIXT,538.78,835
IN00071084,WDYEO,422.87,307
IN00009986,BNHGN,986.38,63
IN00060593,OYONQ,935.45,739
IN00025565,KGRCZ,75.82,862
IN00085926,QIXWR,734.64,305
IN00009558,WPDLC,937.02,55
IN00049284,QXRCG,378.41,243
IN00075746,SNGNZ,507.24,711
IN00064298,BCQDJ,791.42,70
IN00014235,DEIEV,739.53,408
IN00069201,FFQOD,155.88,505
IN00080847,FTGIZ,843.54,116
IN00036016,MDVUK,120.54,708
IN00014026,NUYGD,224.72,414
IN00048424,RZKPB,396.87,329
IN00098426,WUHBE,892.93,835
IN00067790,IKIOQ,364.36,518
IN00064807,FXZKA,448.66,311
IN00033995,DMEIG,878.34,612
IN00096156,ENPLT,517.83,950
IN00092194,BRWQX,937.22,27
IN00020179,HBMMS,489.69,696
IN00064508,LKMYL,530.08,668
IN00012681,VBILQ,321.48,828
IN00057105,TZEMA,500.34,749
IN00009145,AKBEA,151.51,601
IN00075157,EOCUO,795.9,83
IN00035705,IOTIT,748.63,697
IN00059869,UKVVI,361.34,221
IN00044915,OZGCM,249.8,619
IN00065622,CABBR,693.67,470
IN00013415,HRQZP,555.87,250
IN00027701,BAFQY,344.19,16
IN00013698,AOBXG,669.03,675
IN00058239,LPWOM,40.02,863
IN00032469,CMXKP,806.58,992
IN00064963,UFPHJ,981.18,902
IN00078549,LIEQN,872.62,997
IN00062987,JDFDK,282.91,311
IN00001503,RIVAX,503.45,360
IN00091584,BENBI,795.9,252
IN00032425,XUPRY,408.85,188
IN00072569,LOZGZ,631.11,396
IN00027723,KWQRK,279.02,903
IN00005943,DMYAF,400.37,327
IN00012114,SQLXM,845.74,142
IN00049742,BSQKS,804.3,604
IN00083341,HGTMT,937.71,395
IN00061576,UMSYD,629.54,605
IN00021907,VLCNF,120.89,208
IN00085225,ZSPHE,234.42,693
IN00034483,IZTCU,962.19,667
IN00004658,FHSXL,700,273
IN00014104,GWURP,366.45,83
IN00001375,VGOGO,168.37,631
IN00034282,AIUEA,467.01,514
IN00096626,XDDJR,333.56,323
IN00074988,GALFY,781.19,941
IN00074738,VNUGN,137.76,115
IN00026115,NFQML,121.84,304
IN00051168,CABFB,926.85,805
IN00061201,HTMZR,336.87,83
IN00074620,LIMQF,373.19,966
IN00019911,KUGAI,498.51,329
IN00002329,UVHGL,121.89,247
IN00098039,AGOXN,866.86,646
IN00049501,GQHSO,311,128
IN00017399,OLRIS,676.32,63
IN00082769,LOVSJ,427.35,113
IN00027244,TVONH,40.44,197
IN00001842,ZNFCB,297.24,232
IN00073672,BBEEC,808.78,472
IN00034902,MKLLI,225.09,408
IN00020451,ZIXOX,419.36,62
IN00082268,TWGYT,994.2,761
IN00025424,MLYSM,347.04,522
IN00072853,EALJZ,242.39,386
IN00094627,BBRUR,186.74,546
IN00073523,BEGWM,558.76,11
IN00051351,MJEQP,390.7,791
IN00006534,HMIES,47.1,912
IN00095225,EPGKW,981.72,65
IN00073465,LYVLM,500.46,287
IN00030288,WIXTV,196.56,804
IN00009429,YOACF,504.5,930
IN00052769,DGJRT,150.35,282
IN00054358,SMWYM,983.92,102
IN00010784,ECLJF,950.65,726
IN00004678,UIRSF,691.91,266
IN00025501,WUUNN,436.12,919
IN00040642,YBXAH,96.95,293
IN00037121,OCEMO,945.77,172
IN00085362,OJGUH,973.03,623
IN00030266,IMPQV,826.45,663
IN00086299,FFFET,183.14,614
IN00026899,WUQAE,954.94,774
IN00050194,KZCFO,26.39,396
IN00076788,MPCZZ,86.85,754
IN00053477,JZQLE,455.37,270
IN00096927,AOJZU,170.8,519
IN00040547,QUKYK,369.32,390
IN00019577,KFNNE,790.01,882
IN00064769,CCBRO,153.65,897
IN00001020,JEVGL,155.21,695
IN00025209,LXDMQ,659.88,606
IN00058920,TPVGT,657.95,472
IN00060145,BSGTU,780.11,419
IN00094162,FKGJG,996.57,803
IN00017314,CMURV,736.76,701
IN00049442,NQTRX,41.53,629
IN00023696,VNDPC,675.53,348
IN00008931,QROPZ,481.92,429
IN00013315,CKMZQ,578.99,833
IN00069984,MKEYI,639.62,427
IN00061236,DBGGT,541.18,418
IN00068725,CGHEH,597.84,631
IN00086510,SRJWU,511.9,140
IN00099905,EVZII,723.28,220
IN00075893,TJWGL,946.53,307
IN00099403,OXRNS,567.09,744
IN00043856,BBFOK,603.02,475
IN00065604,JPZED,569.91,924
IN00000470,SMRNW,417.63,481
IN00047747,CJQMH,436.39,441
IN00086591,GASYV,10.1,413
IN00085156,VQMBU,453.77,910
IN00090640,TXOON,796.31,60
IN00025559,TRXEA,701,642
IN00075059,UCDAM,594.69,882
IN00003140,YVYWB,256.62,850
IN00003080,ZSRXV,753.91,690
IN00001119,XUFBW,668.81,201
IN00011087,KWWDB,204.63,399
IN00002961,GUDYV,550.21,188
IN00017525,FEQQN,264.76,549
IN00059391,KWHCE,391.54,43
IN00039754,BSHGK,995.89,911
IN00022520,FJCNE,105.46,241
IN00065697,APJSP,853.46,475
IN00062390,WKEYV,269.51,111
IN00086527,KPHGH,436.93,40
IN00023040,KVSSC,983.5,416
IN00096060,OSCXI,925.76,73
IN00088746,VODLF,686.56,907
IN00054200,CUKSR,417.13,849
IN00057561,FOWNJ,478.77,799
IN00084219,FTBAB,682.96,372
IN00062176,QUTVM,331.35,173
IN00065423,GURNB,607.3,885
IN00008227,LPDTB,367.12,264
IN00069059,WUDRT,493.31,392
IN00093351,TZNCM,258.58,649
IN00099241,GRRBB,665.26,138
IN00085106,MQPJV,525.14,129
IN00044114,MWJDM,645.73,326
IN00045116,PGJSG,543.4,475
IN00073116,UKOEF,722.86,914
IN00012644,GQYAJ,721.79,119
IN00070266,PQFGX,160.14,775
IN00011222,DZLGE,865.99,903
IN00074543,KGTSN,360.38,913
IN00008511,IHWBW,201.3,501
IN00054323,FYXAS,977.92,194
IN00035703,AKLKO,115.85,388
IN00084686,XQXPQ,554.75,111
IN00068014,PZCJW,206.5,591
IN00024147,BVWAB,613.61,906
IN00040147,YPJXT,468.15,437
IN00040249,KLPCA,235.29,381
IN00058365,LHKZG,258.52,942
IN00052997,PYPBQ,143.15,604
IN00020546,XSEOB,871.19,872
IN00064326,RMDLO,185.22,550
IN00019657,WIMRD,11.14,406
IN00019282,ZFGBI,487.36,78
IN00076450,KLJKW,7.87,901
IN00066779,GSJIZ,270.44,13
IN00012826,RGAOF,457.15,421
IN00083735,PKDAJ,823.6,590
IN00063869,EOBMN,284.69,322
IN00095186,IHYZD,895.21,80
IN00066598,YQFXW,278.09,805
IN00065835,ECPSU,538.31,64
IN00069612,MNGFS,428.46,729
IN00028652,AHXUZ,313.4,305
IN00063561,ULSQP,27.19,354
IN00088662,PGBMY,645.42,903
IN00084206,BSRUA,244.28,322
IN00083265,WQRKF,381.38,378
IN00087782,IZJDV,546.52,476
IN00022443,IHZML,997.98,398
IN00045718,RFPQS,916.13,4
IN00002073,RCIBO,237.59,573
IN00026260,IDUKI,517.11,621
IN00015501,VFSFV,88.01,258
IN00069707,ICEOT,519.43,766
IN00001606,JKSZD,122.17,902
IN00092938,NKCAV,243.28,153
IN00093632,QTVTO,2.87,341
IN00084500,VUGHL,255.86,745
IN00045194,UTGNU,200.73,261
IN00045487,PNXWK,332.39,824
IN00098605,ZTQJF,39.73,25
IN00036371,EDZUD,201.48,794
IN00085715,ZMTFB,559.7,625
IN00021624,CNYSU,313.25,965
IN00053302,TDLNX,33.8,988
IN00082052,IWDPG,101.51,541
IN00001452,ZHTYP,16.21,383
IN00034035,ENASW,440.51,428
IN00017653,FYVZZ,728.38,39
IN00016894,DJIIC,797.84,117
IN00094737,YMNHP,130.79,109
IN00025400,QRCUZ,261.99,650
IN00078432,VXIZN,322.62,830
IN00076166,FFWOU,131.73,296
IN00051971,CETNT,803.47,465
IN00043203,MYDQQ,514.74,705
IN00058301,MPDZC,299.87,251
IN00010102,QQYYH,771.52,729
IN00044826,IRQWZ,618.73,819
IN00079361,YNHKI,502.59,37
IN00021506,DPHCN,590.7,394
IN00061644,IBZJY,656.27,857
IN00094758,KZZXM,304.82,660
IN00030761,BTGQH,873.79,284
IN00032794,GVUGK,342.69,20
IN00051074,RFMBA,456.79,45
IN00045837,ROXXY,618.61,419
IN00084526,RMRWB,540.93,171
IN00066483,BSEMM,935.8,548
IN00035327,ECVAS,514.26,871
IN00026027,TXVYA,666.85,162
IN00014175,AYNMY,730.11,759
IN00040396,LYOUV,812.37,275
IN00039484,MMLYX,799.77,819
IN00057943,PATQB,544.67,669
IN00000536,LTCZN,810.21,785
IN00046130,JFDCD,863.14,559
IN00058993,GAOAF,343.69,996
IN00008080,QMATI,917.54,326
IN00029000,ZWDFI,583.36,904
IN00055379,HBKNF,653.09,517
IN00021135,CCDDO,479.02,476
IN00022683,AFXDM,641.43,50
IN00057551,ZZCZW,13.44,695
IN00036902,LZJDN,923.28,267
IN00060238,PQMKE,187.24,871
IN00098621,SKOMP,475.53,996
IN00080499,FKMKN,637.59,537
IN00051165,XLVIS,362.7,267
IN00066902,JQJRM,546.32,858
IN00080427,GYSSG,73.32,309
IN00019042,ISKFR,459.45,631
IN00027118,RYQPJ,355.36,103
IN00035450,SLCET,688.11,999
IN00004162,UCUQC,914.07,530
IN00017035,JJZDP,850.92,943
IN00063639,HFIVR,629.39,943
IN00045538,MEXRS,376.01,478
IN00065912,SUZXA,706.79,561
IN00081962,GSBND,433.52,378
IN00065533,UEIBY,603.05,438
IN00031273,YMMEI,163.7,466
IN00061481,IYWKT,967.94,624
IN00007622,QCYRY,516.28,703
IN00092807,BUNHG,893.69,618
IN00017389,QTQVN,264.84,196
IN00014380,LZGPI,702.14,310
IN00077776,ARTSS,715.59,373
IN00029830,AOAKD,259.31,259
IN00008064,OIBDS,987.4,737
IN00033293,BGICF,658.84,287
IN00007685,TADSD,821.9,185
IN00099181,PZZUP,46.96,239
IN00047258,YCXNL,68.68,778
IN00013547,ISNIQ,810.25,638
IN00063085,XPAWV,24.27,183
IN00023879,PBXGU,988.6,592
IN00001978,ZESHX,798.08,145
IN00053560,QPYRV,299.26,87
IN00021606,RNLZO,70.57,191
IN00027191,PXXPY,17.55,753
IN00072665,CKMKD,42.06,641
IN00024980,MXZRL,810.6,409
IN00023442,FWLTA,546.38,949
IN00089489,UHZEV,873.21,58
IN00016427,CVODS,35.52,970
IN00084991,PBXOQ,126.54,724
IN00020241,YJDNC,50.69,693
IN00065399,XFUYC,892.57,298
IN00007596,SEJLB,556.42,420
IN00058024,CMUQN,345.31,326
IN00021515,KHNMI,859.33,749
